"person_id","first_name","last_name","primary_number","birth_date","birth_city","birth_state_province","birth_country","nationality","height","weight","active","shoots_catches","current_team_id","primary_position_code","created_at","updated_at"
8477851,"Jordan","Oesterle","82","1992-06-24 17:00:00-07","Dearborn Heights","MI","USA","USA","6' 0""",188,True,"L",17,"D","2021-10-07 15:33:14.140203-07","2021-10-07 15:33:14.140203-07"
8477944,"Jakub","Vrana","15","1996-02-27 16:00:00-08","Prague",NULL,"CZE","CZE","6' 0""",196,True,"L",17,"L","2021-10-07 15:33:14.436526-07","2021-10-07 15:33:14.436526-07"
8477946,"Dylan","Larkin","71","1996-07-29 17:00:00-07","Waterford","MI","USA","USA","6' 1""",198,True,"L",17,"C","2021-10-07 15:33:14.741318-07","2021-10-07 15:33:14.741318-07"
8477952,"Robby","Fabbri","14","1996-01-21 16:00:00-08","Mississauga","ON","CAN","CAN","5' 11""",183,True,"L",17,"C","2021-10-07 15:33:16.38258-07","2021-10-07 15:33:16.38258-07"
8478477,"Mitchell","Stephens","22","1997-02-04 16:00:00-08","Peterborough","ON","CAN","CAN","5' 11""",190,True,"R",17,"C","2021-10-07 15:33:17.210959-07","2021-10-07 15:33:17.210959-07"
8478486,"Chase","Pearson","46","1997-08-22 17:00:00-07","Cornwall","ON","CAN","CAN","6' 3""",202,True,"L",17,"C","2021-10-07 15:33:17.607489-07","2021-10-07 15:33:17.607489-07"
8479252,"Dan","Renouf","21","1994-05-31 17:00:00-07","Pickering","ON","CAN","CAN","6' 3""",200,True,"L",17,"D","2021-10-07 15:33:17.981312-07","2021-10-07 15:33:17.981312-07"
8479304,"Kyle","Criscuolo","42","1992-05-04 17:00:00-07","Southampton","NJ","USA","USA","5' 9""",175,True,"R",17,"C","2021-10-07 15:33:18.476932-07","2021-10-07 15:33:18.476932-07"
8479379,"Givani","Smith","48","1998-02-26 16:00:00-08","Toronto","ON","CAN","CAN","6' 2""",215,True,"L",17,"R","2021-10-07 15:33:18.893228-07","2021-10-07 15:33:18.893228-07"
8479425,"Filip","Hronek","17","1997-11-01 16:00:00-08","Hradec Králové",NULL,"CZE","CZE","6' 0""",188,True,"R",17,"D","2021-10-07 15:33:19.580133-07","2021-10-07 15:33:19.580133-07"
8479442,"Troy","Stecher","70","1994-04-06 17:00:00-07","Richmond","BC","CAN","CAN","5' 10""",184,True,"R",17,"D","2021-10-07 15:33:20.181902-07","2021-10-07 15:33:20.181902-07"
8479992,"Michael","Rasmussen","27","1999-04-16 17:00:00-07","Surrey","BC","CAN","CAN","6' 6""",210,True,"L",17,"C","2021-10-07 15:33:20.54709-07","2021-10-07 15:33:20.54709-07"
8480184,"Gustav","Lindstrom","28","1998-10-19 17:00:00-07","Ostervala",NULL,"SWE","SWE","6' 2""",183,True,"R",17,"D","2021-10-07 15:33:20.923775-07","2021-10-07 15:33:20.923775-07"
8480459,"Pius","Suter","24","1996-05-23 17:00:00-07","Zurich",NULL,"CHE","CHE","5' 11""",174,True,"L",17,"C","2021-10-07 15:33:21.503643-07","2021-10-07 15:33:21.503643-07"
8480813,"Joe","Veleno","90","2000-01-12 16:00:00-08","Montréal","QC","CAN","CAN","6' 1""",206,True,"L",17,"C","2021-10-07 15:33:22.180674-07","2021-10-07 15:33:22.180674-07"
8480821,"Filip","Zadina","11","1999-11-26 16:00:00-08","Pardubice",NULL,"CZE","CZE","6' 0""",197,True,"L",17,"R","2021-10-07 15:33:22.621225-07","2021-10-07 15:33:22.621225-07"
8480882,"Seth","Barton","49","1999-08-17 17:00:00-07","Kelowna","BC","CAN","CAN","6' 3""",196,True,"R",17,"D","2021-10-07 15:33:23.238263-07","2021-10-07 15:33:23.238263-07"
8481013,"Jonatan","Berggren","52","2000-07-15 17:00:00-07","Uppsala",NULL,"SWE","SWE","5' 11""",195,True,"L",17,"R","2021-10-07 15:33:23.584999-07","2021-10-07 15:33:23.584999-07"
8481433,"Taro","Hirose","25","1996-06-29 17:00:00-07","Calgary","AB","CAN","CAN","5' 10""",162,True,"L",17,"L","2021-10-07 15:33:23.991551-07","2021-10-07 15:33:23.991551-07"
8481542,"Moritz","Seider","53","2001-04-05 17:00:00-07","Zell",NULL,"DEU","DEU","6' 4""",197,True,"R",17,"D","2021-10-07 15:33:24.358377-07","2021-10-07 15:33:24.358377-07"
8482078,"Lucas","Raymond","23","2002-03-27 16:00:00-08","Gothenburg",NULL,"SWE","SWE","5' 11""",182,True,"R",17,"L","2021-10-07 15:33:24.747373-07","2021-10-07 15:33:24.747373-07"
8474600,"Roman","Josi","59","1990-05-31 17:00:00-07","Bern",NULL,"CHE","CHE","6' 1""",201,True,"L",18,"D","2021-10-07 15:33:25.069152-07","2021-10-07 15:33:25.069152-07"
8474697,"Mark","Borowiecki","90","1989-07-11 17:00:00-07","Ottawa","ON","CAN","CAN","6' 2""",204,True,"L",18,"D","2021-10-07 15:33:25.712223-07","2021-10-07 15:33:25.712223-07"
8475168,"Matt","Duchene","95","1991-01-15 16:00:00-08","Haliburton","ON","CAN","CAN","5' 11""",195,True,"L",18,"C","2021-10-07 15:33:25.991643-07","2021-10-07 15:33:25.991643-07"
8475218,"Mattias","Ekholm","14","1990-05-23 17:00:00-07","Borlange",NULL,"SWE","SWE","6' 4""",215,True,"L",18,"D","2021-10-07 15:33:26.343072-07","2021-10-07 15:33:26.343072-07"
8475793,"Ryan","Johansen","92","1992-07-30 17:00:00-07","Vancouver","BC","CAN","CAN","6' 3""",218,True,"R",18,"C","2021-10-07 15:33:26.676465-07","2021-10-07 15:33:26.676465-07"
8475798,"Mikael","Granlund","64","1992-02-25 16:00:00-08","Oulu",NULL,"FIN","FIN","5' 10""",185,True,"L",18,"C","2021-10-07 15:33:26.949561-07","2021-10-07 15:33:26.949561-07"
8476393,"Nick","Cousins","21","1993-07-19 17:00:00-07","Belleville","ON","CAN","CAN","5' 11""",183,True,"L",18,"C","2021-10-07 15:33:27.286034-07","2021-10-07 15:33:27.286034-07"
8476428,"Rocco","Grimaldi","23","1993-02-07 16:00:00-08","Anaheim","CA","USA","USA","5' 6""",180,True,"R",18,"R","2021-10-07 15:33:27.621577-07","2021-10-07 15:33:27.621577-07"
8476887,"Filip","Forsberg","9","1994-08-12 17:00:00-07","Ostervala",NULL,"SWE","SWE","6' 1""",205,True,"R",18,"L","2021-10-07 15:33:28.053404-07","2021-10-07 15:33:28.053404-07"
8476925,"Colton","Sissons","10","1993-11-04 16:00:00-08","North Vancouver","BC","CAN","CAN","6' 1""",200,True,"R",18,"C","2021-10-07 15:33:28.388691-07","2021-10-07 15:33:28.388691-07"
8476988,"Matt","Benning","5","1994-05-24 17:00:00-07","Edmonton","AB","CAN","CAN","6' 1""",203,True,"R",18,"D","2021-10-07 15:33:28.677722-07","2021-10-07 15:33:28.677722-07"
8477433,"Ben","Harpur","17","1995-01-11 16:00:00-08","Hamilton","ON","CAN","CAN","6' 6""",231,True,"L",18,"D","2021-10-07 15:33:29.06052-07","2021-10-07 15:33:29.06052-07"
8477446,"Michael","McCarron","47","1995-03-06 16:00:00-08","Grosse Pointe","MI","USA","USA","6' 6""",232,True,"R",18,"R","2021-10-07 15:33:29.405224-07","2021-10-07 15:33:29.405224-07"
8478508,"Yakov","Trenin","13","1997-01-12 16:00:00-08","Chelyabinsk",NULL,"RUS","RUS","6' 2""",201,True,"L",18,"C","2021-10-07 15:33:29.873165-07","2021-10-07 15:33:29.873165-07"
8478851,"Alexandre","Carrier","45","1996-10-07 17:00:00-07","Quebec City","QC","CAN","CAN","5' 11""",174,True,"R",18,"D","2021-10-07 15:33:30.252645-07","2021-10-07 15:33:30.252645-07"
8479026,"Philippe","Myers","5","1997-01-24 16:00:00-08","Moncton","NB","CAN","CAN","6' 5""",210,True,"R",18,"D","2021-10-07 15:33:30.774752-07","2021-10-07 15:33:30.774752-07"
8479316,"Luke","Kunin","11","1997-12-03 16:00:00-08","Chesterfield","MO","USA","USA","6' 0""",197,True,"R",18,"C","2021-10-07 15:33:31.080189-07","2021-10-07 15:33:31.080189-07"
8479371,"Dante","Fabbro","57","1998-06-19 17:00:00-07","Coquitlam","BC","CAN","CAN","6' 0""",189,True,"R",18,"D","2021-10-07 15:33:31.463085-07","2021-10-07 15:33:31.463085-07"
8479602,"Jeremy","Davies","38","1996-12-03 16:00:00-08","Sainte-Anne-de-Bellevue","QC","CAN","CAN","5' 11""",180,True,"L",18,"D","2021-10-07 15:33:31.934286-07","2021-10-07 15:33:31.934286-07"
8479661,"Tanner","Jeannot","84","1997-05-28 17:00:00-07","Estevan","SK","CAN","CAN","6' 2""",208,True,"L",18,"L","2021-10-07 15:33:32.298468-07","2021-10-07 15:33:32.298468-07"
8479671,"Mathieu","Olivier","25","1997-02-10 16:00:00-08","Biloxi","MS","USA","USA","6' 2""",210,True,"R",18,"R","2021-10-07 15:33:32.69267-07","2021-10-07 15:33:32.69267-07"
8479996,"Cody","Glass","9","1999-03-31 16:00:00-08","Winnipeg","MB","CAN","CAN","6' 3""",206,True,"R",18,"C","2021-10-07 15:33:33.103726-07","2021-10-07 15:33:33.103726-07"
8480009,"Eeli","Tolvanen","28","1999-04-21 17:00:00-07","Vihti",NULL,"FIN","FIN","5' 10""",191,True,"L",18,"R","2021-10-07 15:33:33.440691-07","2021-10-07 15:33:33.440691-07"
8481577,"Philip","Tomasino","26","2001-07-27 17:00:00-07","Mississauga","ON","CAN","CAN","6' 0""",179,True,"R",18,"C","2021-10-07 15:33:33.870564-07","2021-10-07 15:33:33.870564-07"
8481585,"Egor","Afanasyev","70","2001-01-22 16:00:00-08","Tver",NULL,"RUS","RUS","6' 4""",201,True,"L",18,"L","2021-10-07 15:33:34.262486-07","2021-10-07 15:33:34.262486-07"
8476897,"Oskar","Sundqvist","70","1994-03-22 16:00:00-08","Boden",NULL,"SWE","SWE","6' 3""",209,True,"R",19,"C","2021-10-07 15:33:34.680728-07","2021-10-07 15:33:34.680728-07"
8474102,"David","Perron","57","1988-05-27 17:00:00-07","Sherbrooke","QC","CAN","CAN","6' 0""",200,True,"R",19,"L","2021-10-07 15:33:35.007422-07","2021-10-07 15:33:35.007422-07"
8474145,"Robert","Bortuzzo","41","1989-03-17 16:00:00-08","Thunder Bay","ON","CAN","CAN","6' 4""",216,True,"R",19,"D","2021-10-07 15:33:35.653368-07","2021-10-07 15:33:35.653368-07"
8474618,"Marco","Scandella","6","1990-02-22 16:00:00-08","Montréal","QC","CAN","CAN","6' 3""",212,True,"L",19,"D","2021-10-07 15:33:35.937337-07","2021-10-07 15:33:35.937337-07"
8475098,"Tyler","Bozak","21","1986-03-18 16:00:00-08","Regina","SK","CAN","CAN","6' 1""",199,True,"R",19,"C","2021-10-07 15:33:36.546164-07","2021-10-07 15:33:36.546164-07"
8475158,"Ryan","O'Reilly","90","1991-02-06 16:00:00-08","Clinton","ON","CAN","CAN","6' 1""",216,True,"L",19,"C","2021-10-07 15:33:36.873462-07","2021-10-07 15:33:36.873462-07"
8475160,"Kyle","Clifford","13","1991-01-12 16:00:00-08","Ayr","ON","CAN","CAN","6' 2""",211,True,"L",19,"L","2021-10-07 15:33:37.18558-07","2021-10-07 15:33:37.18558-07"
8475170,"Brayden","Schenn","10","1991-08-21 17:00:00-07","Saskatoon","SK","CAN","CAN","6' 1""",200,True,"L",19,"C","2021-10-07 15:33:37.5411-07","2021-10-07 15:33:37.5411-07"
8475753,"Justin","Faulk","72","1992-03-19 16:00:00-08","South St. Paul","MN","USA","USA","6' 0""",217,True,"R",19,"D","2021-10-07 15:33:37.872532-07","2021-10-07 15:33:37.872532-07"
8475765,"Vladimir","Tarasenko","91","1991-12-12 16:00:00-08","Yaroslavl",NULL,"RUS","RUS","6' 0""",225,True,"L",19,"R","2021-10-07 15:33:38.281831-07","2021-10-07 15:33:38.281831-07"
8476438,"Brandon","Saad","20","1992-10-26 16:00:00-08","Pittsburgh","PA","USA","USA","6' 1""",206,True,"L",19,"L","2021-10-07 15:33:38.678667-07","2021-10-07 15:33:38.678667-07"
8476792,"Torey","Krug","47","1991-04-11 17:00:00-07","Livonia","MI","USA","USA","5' 9""",186,True,"L",19,"D","2021-10-07 15:33:39.02063-07","2021-10-07 15:33:39.02063-07"
8476892,"Colton","Parayko","55","1993-05-11 17:00:00-07","St. Albert","AB","CAN","CAN","6' 6""",230,True,"R",19,"D","2021-10-07 15:33:39.336627-07","2021-10-07 15:33:39.336627-07"
8476907,"Mackenzie","MacEachern","28","1994-03-08 16:00:00-08","Bloomfield Hills","MI","USA","USA","6' 2""",190,True,"L",19,"L","2021-10-07 15:33:39.712375-07","2021-10-07 15:33:39.712375-07"
8477402,"Pavel","Buchnevich","89","1995-04-16 17:00:00-07","Cherepovets",NULL,"RUS","RUS","6' 3""",197,True,"L",19,"L","2021-10-07 15:33:40.002021-07","2021-10-07 15:33:40.002021-07"
8477964,"Ivan","Barbashev","49","1995-12-13 16:00:00-08","Moscow",NULL,"RUS","RUS","6' 0""",187,True,"L",19,"C","2021-10-07 15:33:40.558337-07","2021-10-07 15:33:40.558337-07"
8478013,"Jake","Walman","46","1996-02-19 16:00:00-08","Toronto","ON","CAN","CAN","6' 1""",210,True,"L",19,"D","2021-10-07 15:33:40.925088-07","2021-10-07 15:33:40.925088-07"
8478057,"Dakota","Joshua","54","1996-05-14 17:00:00-07","Dearborn","MI","USA","USA","6' 2""",199,True,"L",19,"C","2021-10-07 15:33:41.434192-07","2021-10-07 15:33:41.434192-07"
8478859,"Niko","Mikkola","77","1996-04-26 17:00:00-07",NULL,NULL,"FIN","FIN","6' 4""",185,True,"L",19,"D","2021-10-07 15:33:41.837455-07","2021-10-07 15:33:41.837455-07"
8479366,"Logan","Brown","22","1998-03-04 16:00:00-08","Raleigh","NC","USA","USA","6' 6""",218,True,"L",19,"C","2021-10-07 15:33:42.148767-07","2021-10-07 15:33:42.148767-07"
8479385,"Jordan","Kyrou","25","1998-05-04 17:00:00-07","Toronto","ON","CAN","CAN","6' 0""",195,True,"R",19,"C","2021-10-07 15:33:42.514848-07","2021-10-07 15:33:42.514848-07"
8480011,"Klim","Kostin","37","1999-05-04 17:00:00-07","Penza",NULL,"RUS","RUS","6' 3""",212,True,"L",19,"C","2021-10-07 15:33:42.849353-07","2021-10-07 15:33:42.849353-07"
8480023,"Robert","Thomas","18","1999-07-01 17:00:00-07","Aurora","ON","CAN","CAN","6' 0""",188,True,"R",19,"C","2021-10-07 15:33:43.227027-07","2021-10-07 15:33:43.227027-07"
8481059,"Scott","Perunovich","48","1998-08-17 17:00:00-07","Hibbing","MN","USA","USA","5' 9""",172,True,"L",19,"D","2021-10-07 15:33:43.586846-07","2021-10-07 15:33:43.586846-07"
8482089,"Jake","Neighbours","63","2002-03-28 16:00:00-08","Calgary","AB","CAN","CAN","6' 0""",195,True,"L",19,"L","2021-10-07 15:33:44.11196-07","2021-10-07 15:33:44.11196-07"
8479547,"Matthew","Phillips","41","1998-04-05 17:00:00-07","Calgary","AB","CAN","CAN","5' 7""",140,True,"R",20,"C","2021-10-07 15:33:44.516532-07","2021-10-07 15:33:44.516532-07"
8482876,"Cole","Jordan","89","2002-09-20 17:00:00-07","Brandon","MB","CAN","CAN","6' 2""",200,True,"L",20,"D","2021-10-07 15:33:44.850586-07","2021-10-07 15:33:44.850586-07"
8470755,"Brad","Richardson","15","1985-02-03 16:00:00-08","Belleville","ON","CAN","CAN","6' 0""",190,True,"L",20,"R","2021-10-07 15:33:45.109772-07","2021-10-07 15:33:45.109772-07"
8473453,"Trevor","Lewis","22","1987-01-07 16:00:00-08","Salt Lake City","UT","USA","USA","6' 1""",202,True,"R",20,"C","2021-10-07 15:33:45.423263-07","2021-10-07 15:33:45.423263-07"
8473473,"Milan","Lucic","17","1988-06-06 17:00:00-07","Vancouver","BC","CAN","CAN","6' 3""",231,True,"L",20,"L","2021-10-07 15:33:45.80211-07","2021-10-07 15:33:45.80211-07"
8474150,"Mikael","Backlund","11","1989-03-16 16:00:00-08","Vasteras",NULL,"SWE","SWE","6' 0""",200,True,"L",20,"C","2021-10-07 15:33:46.130201-07","2021-10-07 15:33:46.130201-07"
8474628,"Michael","Stone","26","1990-06-06 17:00:00-07","Winnipeg","MB","CAN","CAN","6' 3""",210,True,"R",20,"D","2021-10-07 15:33:46.724646-07","2021-10-07 15:33:46.724646-07"
8475278,"Byron","Froese","38","1991-03-11 16:00:00-08","Winkler","MB","CAN","CAN","6' 1""",202,True,"R",20,"C","2021-10-07 15:33:47.076212-07","2021-10-07 15:33:47.076212-07"
8475690,"Christopher","Tanev","8","1989-12-19 16:00:00-08","Toronto","ON","CAN","CAN","6' 2""",197,True,"R",20,"D","2021-10-07 15:33:47.418971-07","2021-10-07 15:33:47.418971-07"
8475752,"Tyler","Pitlick","18","1991-10-31 16:00:00-08","Minneapolis","MN","USA","USA","6' 2""",200,True,"R",20,"C","2021-10-07 15:33:47.729165-07","2021-10-07 15:33:47.729165-07"
8475790,"Erik","Gudbranson","44","1992-01-06 16:00:00-08","Ottawa","ON","CAN","CAN","6' 5""",222,True,"R",20,"D","2021-10-07 15:33:48.136653-07","2021-10-07 15:33:48.136653-07"
8476346,"Johnny","Gaudreau","13","1993-08-12 17:00:00-07","Salem","NJ","USA","USA","5' 9""",165,True,"L",20,"L","2021-10-07 15:33:48.496321-07","2021-10-07 15:33:48.496321-07"
8476399,"Blake","Coleman","20","1991-11-27 16:00:00-08","Plano","TX","USA","USA","5' 11""",207,True,"L",20,"C","2021-10-07 15:33:48.825001-07","2021-10-07 15:33:48.825001-07"
8476439,"Brett","Ritchie","24","1993-06-30 17:00:00-07","Orangeville","ON","CAN","CAN","6' 4""",220,True,"R",20,"R","2021-10-07 15:33:49.438259-07","2021-10-07 15:33:49.438259-07"
8477496,"Elias","Lindholm","28","1994-12-01 16:00:00-08","Boden",NULL,"SWE","SWE","6' 1""",195,True,"R",20,"C","2021-10-07 15:33:49.869583-07","2021-10-07 15:33:49.869583-07"
8477497,"Sean","Monahan","23","1994-10-11 17:00:00-07","Brampton","ON","CAN","CAN","6' 2""",200,True,"L",20,"C","2021-10-07 15:33:50.17314-07","2021-10-07 15:33:50.17314-07"
8477507,"Nikita","Zadorov","16","1995-04-15 17:00:00-07","Moscow",NULL,"RUS","RUS","6' 6""",235,True,"L",20,"D","2021-10-07 15:33:50.455656-07","2021-10-07 15:33:50.455656-07"
8477993,"Justin","Kirkland","52","1996-08-01 17:00:00-07","Winnipeg","MB","CAN","CAN","6' 3""",183,True,"L",20,"C","2021-10-07 15:33:50.831736-07","2021-10-07 15:33:50.831736-07"
8478233,"Andrew","Mangiapane","88","1996-04-03 16:00:00-08","Toronto","ON","CAN","CAN","5' 10""",184,True,"L",20,"L","2021-10-07 15:33:51.116643-07","2021-10-07 15:33:51.116643-07"
8478396,"Noah","Hanifin","55","1997-01-24 16:00:00-08","Boston","MA","USA","USA","6' 3""",215,True,"L",20,"D","2021-10-07 15:33:51.465156-07","2021-10-07 15:33:51.465156-07"
8478397,"Rasmus","Andersson","4","1996-10-26 17:00:00-07","Malmö",NULL,"SWE","SWE","6' 1""",214,True,"R",20,"D","2021-10-07 15:33:51.764884-07","2021-10-07 15:33:51.764884-07"
8478430,"Oliver","Kylington","58","1997-05-18 17:00:00-07","Stockholm",NULL,"SWE","SWE","6' 0""",183,True,"L",20,"D","2021-10-07 15:33:52.436249-07","2021-10-07 15:33:52.436249-07"
8478446,"Glenn","Gawdin","42","1997-03-24 16:00:00-08","Richmond","BC","CAN","CAN","6' 1""",191,True,"R",20,"C","2021-10-07 15:33:52.955183-07","2021-10-07 15:33:52.955183-07"
8479314,"Matthew","Tkachuk","19","1997-12-10 16:00:00-08","Scottsdale","AZ","USA","USA","6' 2""",202,True,"L",20,"L","2021-10-07 15:33:53.293411-07","2021-10-07 15:33:53.293411-07"
8479346,"Dillon","Dube","29","1998-07-19 17:00:00-07","Golden","BC","CAN","CAN","5' 11""",187,True,"L",20,"C","2021-10-07 15:33:53.79354-07","2021-10-07 15:33:53.79354-07"
8479976,"Juuso","Valimaki","6","1998-10-05 17:00:00-07","Tampere",NULL,"FIN","FIN","6' 2""",212,True,"L",20,"D","2021-10-07 15:33:54.351206-07","2021-10-07 15:33:54.351206-07"
8482067,"Connor","Mackey","3","1996-09-11 17:00:00-07","Tower Lake","IL","USA","USA","6' 2""",190,True,"L",20,"D","2021-10-07 15:33:54.757805-07","2021-10-07 15:33:54.757805-07"
8482074,"Connor","Zary","47","2001-09-24 17:00:00-07","Saskatoon","SK","CAN","CAN","6' 0""",178,True,"L",20,"C","2021-10-07 15:33:55.111807-07","2021-10-07 15:33:55.111807-07"
8482244,"Johannes","Kinnvall","95","1997-07-27 17:00:00-07","Gavle",NULL,"SWE","SWE","5' 11""",185,True,"R",20,"D","2021-10-07 15:33:55.488729-07","2021-10-07 15:33:55.488729-07"
8482652,"Walker","Duehr","61","1997-11-22 16:00:00-08","Sioux Falls","SD","USA","USA","6' 2""",210,True,"R",20,"R","2021-10-07 15:33:55.850224-07","2021-10-07 15:33:55.850224-07"
8476870,"Stefan","Matteau","22","1994-02-22 16:00:00-08","Chicago","IL","USA","USA","6' 2""",208,True,"L",21,"C","2021-10-07 15:33:56.302853-07","2021-10-07 15:33:56.302853-07"
8477981,"Roland","McKeown","10","1996-01-19 16:00:00-08","Listowel","ON","CAN","CAN","6' 1""",195,True,"R",21,"D","2021-10-07 15:33:56.643579-07","2021-10-07 15:33:56.643579-07"
8478038,"Devon","Toews","7","1994-02-20 16:00:00-08","Abbotsford","BC","CAN","CAN","6' 1""",191,True,"L",21,"D","2021-10-07 15:33:57.001149-07","2021-10-07 15:33:57.001149-07"
8478106,"Dylan","Sikura","9","1995-05-31 17:00:00-07","Aurora","ON","CAN","CAN","5' 11""",170,True,"L",21,"C","2021-10-07 15:33:57.311926-07","2021-10-07 15:33:57.311926-07"
8480748,"Kiefer","Sherwood","44","1995-03-30 16:00:00-08","Columbus","OH","USA","USA","6' 0""",194,True,"R",21,"L","2021-10-07 15:33:57.703695-07","2021-10-07 15:33:57.703695-07"
8482712,"Oskar","Olausson","27","2002-11-09 16:00:00-08","Stockholm",NULL,"SWE","SWE","6' 1""",180,True,"L",21,"R","2021-10-07 15:33:58.110487-07","2021-10-07 15:33:58.110487-07"
8471794,"Darren","Helm","43","1987-01-20 16:00:00-08","St. Andrews","MB","CAN","CAN","6' 0""",192,True,"L",21,"C","2021-10-07 15:33:58.413175-07","2021-10-07 15:33:58.413175-07"
8473446,"Erik","Johnson","6","1988-03-20 16:00:00-08","Bloomington","MN","USA","USA","6' 4""",225,True,"R",21,"D","2021-10-07 15:33:58.80553-07","2021-10-07 15:33:58.80553-07"
8475172,"Nazem","Kadri","91","1990-10-05 17:00:00-07","London","ON","CAN","CAN","6' 0""",192,True,"L",21,"C","2021-10-07 15:33:59.263183-07","2021-10-07 15:33:59.263183-07"
8476455,"Gabriel","Landeskog","92","1992-11-22 16:00:00-08","Stockholm",NULL,"SWE","SWE","6' 1""",215,True,"L",21,"L","2021-10-07 15:33:59.604678-07","2021-10-07 15:33:59.604678-07"
8476850,"Ryan","Murray","28","1993-09-26 17:00:00-07","Regina","SK","CAN","CAN","6' 1""",206,True,"L",21,"D","2021-10-07 15:33:59.932041-07","2021-10-07 15:33:59.932041-07"
8477073,"Kurtis","MacDermid","56","1994-03-24 16:00:00-08","Sauble Beach","ON","CAN","CAN","6' 5""",233,True,"L",21,"D","2021-10-07 15:34:00.181146-07","2021-10-07 15:34:00.181146-07"
8477126,"Jayson","Megna","12","1990-01-31 16:00:00-08","Fort Lauderdale","FL","USA","USA","6' 1""",195,True,"R",21,"C","2021-10-07 15:34:00.499141-07","2021-10-07 15:34:00.499141-07"
8477444,"Andre","Burakovsky","95","1995-02-08 16:00:00-08","Klagenfurt",NULL,"AUT","SWE","6' 3""",201,True,"L",21,"L","2021-10-07 15:34:00.894344-07","2021-10-07 15:34:00.894344-07"
8477456,"J.T.","Compher","37","1995-04-07 17:00:00-07","Northbrook","IL","USA","USA","6' 0""",190,True,"R",21,"L","2021-10-07 15:34:01.204241-07","2021-10-07 15:34:01.204241-07"
8477492,"Nathan","MacKinnon","29","1995-08-31 17:00:00-07","Halifax","NS","CAN","CAN","6' 0""",200,True,"R",21,"C","2021-10-07 15:34:01.636595-07","2021-10-07 15:34:01.636595-07"
8477501,"Valeri","Nichushkin","13","1995-03-03 16:00:00-08","Chelyabinsk",NULL,"RUS","RUS","6' 4""",210,True,"L",21,"R","2021-10-07 15:34:02.043804-07","2021-10-07 15:34:02.043804-07"
8478420,"Mikko","Rantanen","96","1996-10-28 16:00:00-08","Nousiainen",NULL,"FIN","FIN","6' 4""",215,True,"L",21,"R","2021-10-07 15:34:02.592406-07","2021-10-07 15:34:02.592406-07"
8478502,"Dennis","Gilbert","48","1996-10-29 16:00:00-08","Buffalo","NY","USA","USA","6' 2""",216,True,"L",21,"D","2021-10-07 15:34:03.019082-07","2021-10-07 15:34:03.019082-07"
8479370,"Tyson","Jost","17","1998-03-13 16:00:00-08","St. Albert","AB","CAN","CAN","5' 11""",187,True,"L",21,"C","2021-10-07 15:34:03.354934-07","2021-10-07 15:34:03.354934-07"
8479398,"Samuel","Girard","49","1998-05-11 17:00:00-07","Roberval","QC","CAN","CAN","5' 10""",170,True,"L",21,"D","2021-10-07 15:34:03.679421-07","2021-10-07 15:34:03.679421-07"
8479439,"Jacob","MacDonald","26","1993-02-25 16:00:00-08","Portland","OR","USA","USA","6' 0""",204,True,"L",21,"D","2021-10-07 15:34:04.038039-07","2021-10-07 15:34:04.038039-07"
8479573,"Mikhail","Maltsev","11","1998-03-11 16:00:00-08","St. Petersburg",NULL,"RUS","RUS","6' 3""",198,True,"L",21,"L","2021-10-07 15:34:04.382733-07","2021-10-07 15:34:04.382733-07"
8480032,"Shane","Bowers","15","1999-07-29 17:00:00-07","Halifax","NS","CAN","CAN","6' 2""",186,True,"L",21,"C","2021-10-07 15:34:04.745651-07","2021-10-07 15:34:04.745651-07"
8480069,"Cale","Makar","8","1998-10-29 16:00:00-08","Calgary","AB","CAN","CAN","5' 11""",187,True,"R",21,"D","2021-10-07 15:34:05.107265-07","2021-10-07 15:34:05.107265-07"
8480822,"Martin","Kaut","61","1999-10-01 17:00:00-07","Brno",NULL,"CZE","CZE","6' 2""",190,True,"R",21,"R","2021-10-07 15:34:05.519751-07","2021-10-07 15:34:05.519751-07"
8480846,"Sampo","Ranta","75","2000-05-30 17:00:00-07","Naantali",NULL,"FIN","FIN","6' 2""",195,True,"L",21,"L","2021-10-07 15:34:05.929924-07","2021-10-07 15:34:05.929924-07"
8481186,"Logan","O'Connor","25","1996-08-13 17:00:00-07","Missouri City","TX","USA","USA","6' 0""",175,True,"R",21,"R","2021-10-07 15:34:06.291761-07","2021-10-07 15:34:06.291761-07"
8481524,"Bowen","Byram","4","2001-06-12 17:00:00-07","Cranbrook","BC","CAN","CAN","6' 1""",190,True,"L",21,"D","2021-10-07 15:34:06.988765-07","2021-10-07 15:34:06.988765-07"
8481618,"Alex","Newhook","18","2001-01-27 16:00:00-08","St. John's","NL","CAN","CAN","5' 10""",190,True,"L",21,"C","2021-10-07 15:34:07.341419-07","2021-10-07 15:34:07.341419-07"
8482111,"Justin","Barron","72","2001-11-14 16:00:00-08","Halifax","NS","CAN","CAN","6' 2""",195,True,"R",21,"D","2021-10-07 15:34:07.694483-07","2021-10-07 15:34:07.694483-07"
8476472,"Oscar","Klefbom","77","1993-07-19 17:00:00-07","Karlstad",NULL,"SWE","SWE","6' 3""",216,True,"L",22,"D","2021-10-07 15:34:07.985094-07","2021-10-07 15:34:07.985094-07"
